Tag,Year,NumLeaves(t-1),NumLeaves(t),LLL(t-1),LLL(t),NumFlowers,AbortedBuds,Alive(t+1),Comments
1049A,2020,46,NA,115,NA,8,0,0,Under same tag as 1049. Says new plant
1051,2015,NA,16,NA,56,0,0,1,
1051,2016,15,24,56,70,0,0,1,
1051,2017,24,NA,70,NA,0,0,1,
1051,2018,NA,36,NA,80,0,0,1,
1051,2019,36,30,80,76,0,0,1,
1051,2020,30,NA,76,NA,8,0,0,
1052,2015,NA,18,NA,78,0,0,1,
1052,2016,18,24,78,83,0,0,1,
1052,2017,24,24,83,100,0,0,1,
1052,2018,24,NA,100,NA,6,0,0,
1075,2016,NA,23,NA,83,0,0,1,
1075,2017,23,32,83,91,0,0,1,
1075,2018,32,NA,91,NA,3,0,0,
1078,2016,NA,32,NA,90,0,0,1,
1078,2017,32,35,90,117,0,0,1,
1078,2018,35,43,117,92,0,0,1,
1078,2019,43,42,92,103,0,0,1,
1078,2020,42,NA,103,NA,8,0,0,
1080,2016,NA,17,NA,96,0,0,1,
1080,2017,17,22,96,129,0,0,1,
1080,2018,22,26,129,106,0,0,1,
1080,2019,26,NA,106,NA,6,0,0,
1081,2016,NA,26,NA,86,0,0,1,
1081,2017,26,38,86,95,0,0,1,
1081,2018,38,NA,95,NA,6,0,0,
1086,2017,NA,20,NA,60,0,0,1,"Note: ""maybe was a lost tag"""
1086,2018,20,25,60,65,0,0,1,
1086,2019,25,17,65,76,0,0,1,
1086,2020,17,NA,76,NA,6,0,0,
1090,2017,NA,17,NA,78,0,0,0,
1090A,2019,NA,29,NA,106,0,0,1,Same 1090 tag. New plant
1090A,2020,29,NA,106,NA,6,0,0,
1113,2022,NA,40,NA,81,0,0,1,
1113,2023,40,NA,81,NA,12,0,0,
1094,2018,NA,6,NA,30,0,0,1,
1094,2019,6,5,30,30,0,0,1,
1094,2020,5,9,30,47,0,0,1,
1094,2021,9,13,47,51,0,0,1,
1094,2022,13,18,51,61,0,0,1,
1094,2023,18,19,61,66,0,0,0,
983,2011,NA,9,NA,53,0,0,1,
983,2012,9,NA,53,NA,0,0,1,
983,2013,NA,12,NA,44,0,0,1,
983,2014,12,9,44,64,0,0,1,
983,2015,9,10,64,62,0,0,1,
983,2016,10,10,62,60,0,0,1,
983,2017,10,9,60,76,0,0,1,
983,2018,9,7,76,51,0,0,1,
983,2019,7,8,51,42,0,0,1,
983,2020,8,5,42,52,0,0,1,Now 1109
983,2021,5,NA,52,NA,0,0,1,
983,2022,NA,3,NA,52,0,0,1,
983,2023,3,4,62,77,0,0,0,
986M,2015,NA,15,NA,120,0,0,1,
986M,2016,15,14,120,115,0,0,1,
986M,2017,14,15,115,82,0,0,1,
986M,2018,15,18,82,82,0,0,1,
986M,2019,18,18,82,94,0,0,1,
986M,2020,18,23,94,92,0,0,1,
986M,2021,23,38,92,108,0,0,1,
986M,2022,38,45,108,108,0,0,1,
986M,2023,45,43,108,98,0,0,1,
986M,2024,43,40,98,127,0,0,1,
986M,2025,40,NA,127,NA,6,0,0,
1026,2012,NA,22,NA,52,0,0,1,
1026,2013,22,NA,52,NA,0,0,1,
1026,2014,NA,35,NA,105,0,0,1,
1026,2015,35,42,105,112,0,0,1,
1026,2016,42,NA,112,NA,10,0,0,
1026A,2020,NA,7,NA,57,0,0,1,
1026A,2021,7,7,57,69,0,0,0,
1026RA,2020,NA,7,NA,23,0,0,1,
1026RA,2021,7,10,23,54,0,0,1,
1026RA,2022,10,14,54,86,0,0,1,
1026RA,2023,14,19,86,89,0,0,0,
1027RA,2016,NA,6,NA,21,0,0,1,
1027RA,2017,6,5,21,35,0,0,1,
1027RA,2018,5,5,35,28,0,0,1,
1027RA,2019,5,5,28,31,0,0,1,
1027RA,2020,5,6,31,43,0,0,1,
1027RA,2021,6,7,42,57,0,0,1,
1027RA,2022,7,7,57,51,0,0,1,
1027RA,2023,7,7,51,47,0,0,1,
1027RA,2024,7,13,47,78,0,0,0,"Check this year's sheet, NF 7/26"
1027RB,2017,NA,8,NA,71,0,0,1,
1027RB,2018,8,6,71,56,0,0,1,
1027RB,2019,6,6,56,52,0,0,1,
1027RB,2020,6,8,52,66,0,0,1,
1027RB,2021,8,8,66,48,0,0,1,
1027DDR,2018,NA,3,NA,8,0,0,1,
1027DDR,2019,3,3,8,11,0,0,1,
1027DDR,2020,3,6,11,45,0,0,0,
1054UR,2015,NA,2,NA,8,0,0,1,
1054UR,2016,2,5,8,28,0,0,1,
1054UR,2017,5,6,28,45,0,0,1,
1054UR,2018,6,7,45,43,0,0,1,
1054UR,2019,7,6,43,46,0,0,1,
1054UR,2020,6,5,46,50,0,0,1,
1054UR,2021,5,7,50,55,0,0,0,
1054DDR,2018,NA,4,NA,17,0,0,1,
1054DDR,2019,4,5,17,46,0,0,1,
1054DDR,2020,5,6,46,43,0,0,1,
1054DDR,2021,6,5,43,52,0,0,0,
1055URA,2015,NA,2,NA,6,0,0,1,
1055URA,2016,2,6,6,18,0,0,1,
1055URA,2017,6,8,18,32,0,0,1,
1055URA,2018,8,9,32,30,0,0,1,
1055URA,2019,9,9,30,44,0,0,1,
1055URA,2020,9,11,44,53,0,0,1,
1055URA,2021,11,12,53,66,0,0,1,
1055URA,2022,12,19,66,72,0,0,1,
1055URA,2023,19,11,72,81,0,0,1,
1055URA,2024,11,19,81,81,0,0,0,"Check this year's sheet, NF 7/26"
1055ML,2015,NA,1,NA,4,0,0,1,
1055ML,2016,1,6,4,23,0,0,1,
1055ML,2017,6,6,23,55,0,0,1,
1055ML,2018,6,7,55,32,0,0,1,
1055ML,2019,7,6,32,52,0,0,1,
1055ML,2020,6,8,52,53,0,0,1,
1055ML,2021,8,12,53,101,0,0,1,
1055ML,2022,12,25,101,99,0,0,1,
1055ML,2023,25,15,99,113,0,0,1,
1055ML,2024,15,14,113,119,0,0,0,"Check this year's sheet, NF 7/26"
1055MM,2021,NA,9,NA,74,0,0,1,
1055MM,2022,9,11,74,85,0,0,0,
1055MR,2017,NA,8,NA,70,0,0,1,
1055MR,2018,8,11,70,45,0,0,1,
1055MR,2019,11,13,45,74,0,0,1,
1055MR,2020,13,21,74,76,0,0,1,
1055MR,2021,21,10,76,93,0,0,1,
1055MR,2022,10,24,93,98,0,0,1,
1055MR,2023,24,28,98,90,0,0,1,
1055MR,2024,28,NA,90,NA,7,0,0,
1055DL,2015,NA,2,NA,6,0,0,1,
1055DL,2016,2,6,6,29,0,0,1,
1055DL,2017,6,8,29,44,0,0,1,
1055DL,2018,8,8,44,58,0,0,1,
1055DL,2019,8,9,58,84,0,0,1,
1055DL,2020,9,13,84,85,0,0,1,
1055DL,2021,13,18,85,109,0,0,1,
1055DL,2022,18,13,109,75,0,0,1,
1055DL,2023,13,12,75,97,0,0,1,
1055DL,2024,12,NA,97,NA,6,0,0,
1055DDRA,2017,NA,5,NA,31,0,0,1,
1055DDRA,2018,5,5,31,32,0,0,1,
1055DDRA,2019,5,5,32,42,0,0,1,
1055DDRA,2020,5,6,42,56,0,0,1,
1055DDRA,2021,6,7,56,76,0,0,1,
1055DDRA,2022,7,8,76,57,0,0,1,
1055DDRA,2023,8,5,57,76,0,0,1,
1055DDRA,2024,5,6,76,88,0,0,0,"Check this year's sheet, NF 7/26"
1055DR,2017,NA,7,NA,31,0,0,1,
1055DR,2018,7,7,31,40,0,0,1,
1055DR,2019,7,8,40,63,0,0,1,
1055DR,2020,8,8,63,75,0,0,1,
1055DR,2021,8,8,75,93,0,0,0,
1055RA,2016,NA,7,NA,16,0,0,1,
1055RA,2017,7,5,16,22,0,0,1,
1055RA,2018,5,7,22,22,0,0,1,
1055RA,2019,7,6,22,34,0,0,1,
1055RA,2020,6,7,34,33,0,0,0,
1056,2015,NA,6,NA,49,0,0,1,
1056,2016,6,6,49,47,0,0,1,
1056,2017,6,14,47,67,0,0,1,
1056,2018,14,18,67,64,0,0,1,
1056,2019,18,22,64,66,0,0,1,
1056,2020,22,35,66,86,0,0,1,
1056,2021,35,46,86,89,0,0,1,
1056,2022,46,NA,89,NA,8,0,0,
1057,2015,NA,6,NA,33,0,0,1,
1057,2016,6,6,33,50,0,0,1,
1057,2017,6,9,50,58,0,0,1,
1057,2018,9,11,58,54,0,0,1,
1057,2019,11,12,54,70,0,0,1,
1057,2020,12,20,70,74,0,0,1,
1057,2021,20,33,74,89,0,0,1,
1057,2022,33,NA,89,NA,8,0,0,
1057DRA,2020,NA,6,NA,40,0,0,1,
1057DRA,2021,6,10,40,40,0,0,1,
1057DRA,2022,10,7,40,50,0,0,0,
1077,2016,NA,7,NA,56,0,0,1,
1077,2017,7,7,56,67,0,0,1,
1077,2018,7,17,67,69,0,0,1,
1077,2019,17,18,69,92,0,0,1,
1077,2020,18,30,92,92,0,0,1,
1077,2021,30,30,92,146,0,0,1,
1077,2022,30,NA,146,NA,8,0,0,
1082,2017,NA,4,NA,17,0,0,1,
1082,2018,4,5,17,22,0,0,1,
1082,2019,5,5,22,35,0,0,1,
1082,2020,5,7,35,39,0,0,1,
1082,2021,7,11,39,63,0,0,1,
1082,2022,11,16,63,62,0,0,1,
1082,2023,16,27,62,73,0,0,1,
1082,2024,27,33,73,95,0,0,1,
1082,2025,33,22,95,64,0,0,1,Gophered
1084A,2017,NA,3,NA,15,0,0,0,
1084B,2019,NA,6,NA,64,0,0,1,
1084B,2020,6,10,64,72,0,0,1,
1084B,2021,10,16,72,110,0,0,0,
1085TIMDR,2017,NA,5,NA,45,0,0,1,
1085TIMDR,2018,5,6,45,54,0,0,1,
1085TIMDR,2019,6,8,54,67,0,0,1,
1085TIMDR,2020,8,7,67,65,0,0,0,
1085TIMUL,2017,NA,6,NA,56,0,0,1,
1085TIMUL,2018,6,5,56,45,0,0,1,
1085TIMUL,2019,5,7,45,56,0,0,1,
1085TIMUL,2020,7,6,56,60,0,0,0,
1087,2017,NA,6,NA,28,0,0,1,
1087,2018,6,5,28,32,0,0,1,
1087,2019,5,8,32,53,0,0,1,
1087,2020,8,14,53,52,0,0,0,
1091,2018,NA,5,NA,21,0,0,1,
1091,2019,5,6,21,25,0,0,1,
1091,2020,6,7,25,39,0,0,1,
1091,2021,7,10,39,50,0,0,1,
1091,2022,10,12,50,55,0,0,0,
1092,2018,NA,22,NA,67,0,0,1,
1092,2019,22,20,67,65,0,0,1,
1092,2020,20,22,65,82,0,0,0,
1093DR,2022,NA,21,NA,94,0,0,1,
1093DR,2023,21,20,94,78,0,0,1,
1093DR,2024,20,28,78,133,0,0,0,"Check this year's sheet, NF 7/26"
1095,2020,NA,7,NA,42,0,0,1,
1095,2021,7,9,42,53,0,0,1,
1095,2022,9,8,53,58,0,0,1,
1095,2023,8,8,58,56,0,0,1,
1095,2024,8,10,56,81,0,0,1,
1095,2025,10,11,81,71,0,0,1,"Check this year's sheet, NF 7/26"
1097,2021,NA,4,NA,26,0,0,0,
1098,2021,NA,11,NA,56,0,0,1,
1098,2022,11,12,56,66,0,0,1,
1098,2023,12,23,66,77,0,0,1,
1098,2024,23,6,77,48,0,0,1,
1098,2025,6,9,48,49,0,0,1,"Check this year's sheet, Found"
1098,2026,9,13,49,50,0,0,NA,
1099,2021,NA,7,NA,35,0,0,1,
1099,2022,7,7,35,42,0,0,1,
1099,2023,7,7,42,40,0,0,1,
1099,2024,7,8,40,69,0,0,1,
1099,2025,8,8,69,56,0,0,1,"Check this year's sheet, Found"
1099,2026,8,15,56,46,0,0,NA,
1100,2021,NA,5,NA,19,0,0,0,
1101,2021,NA,7,NA,62,0,0,0,
1102,2021,NA,4,NA,55,0,0,0,
1103TR,2021,NA,8,NA,65,0,0,1,
1103TR,2022,8,19,65,60,0,0,1,
1103TR,2023,19,19,60,71,0,0,1,
1103TR,2024,19,26,71,117,0,0,1,"Check this year's sheet, Numbers for 2026 between 1103TR and 1104, not sure which plant is alive"
1104,2021,NA,8,NA,51,0,0,1,
1104,2022,8,12,51,49,0,0,1,
1104,2023,12,18,49,63,0,0,1,
1104,2024,18,21,63,83,0,0,0,"Check this year's sheet, see note on 1103TR"
1105,2021,NA,6,NA,42,0,0,1,
1105,2022,6,6,42,44,0,0,1,
1105,2023,6,7,44,52,0,0,1,
1105,2024,7,10,52,71,0,0,1,
1105,2025,10,NA,71,NA,8,0,0,
1106,2021,NA,7,NA,23,0,0,0,
1107,2022,NA,9,NA,70,0,0,1,
1107,2023,9,12,70,76,0,0,1,
1107,2024,12,23,76,91,0,0,1,Check this year's sheet
1107,2025,23,NA,91,NA,0,0,1,
1107,2026,NA,28,NA,92,0,0,NA,
1108,2022,NA,10,NA,47,0,0,0,
1110,2022,NA,7,NA,53,0,0,1,
1110,2023,7,7,53,43,0,0,1,
1110,2024,7,8,43,67,0,0,0,"Check this year's sheet, NF 7/26"
1112,2023,NA,10,NA,79,0,0,1,
1112,2024,10,14,79,81,0,0,0,"Check this year's sheet, NF 7/26"
1114,2024,NA,22,NA,107,0,0,0,Check this year's sheet
1115,2024,NA,28,NA,104,0,0,0,Check this year's sheet
1116,2025,NA,10,NA,45,0,0,0,
1117,2025,NA,5,NA,41,0,0,0,
1118,2025,NA,16,NA,72,0,0,1,
1118,2026,16,19,72,47,0,0,NA,
1119,2025,NA,12,NA,62,0,0,1,
1119,2026,12,17,62,76,0,0,NA,
1120,2025,NA,22,NA,91,0,0,1,
1120,2026,22,14,91,89,0,0,NA,
1121,2025,NA,5,NA,39,0,0,0,
1122,2025,NA,12,NA,43,0,0,1,
1122,2026,12,11,43,46,0,0,NA,
1123,2025,NA,4,NA,40,0,0,0,"4,5 same root for numleaves"
1124,2025,NA,7,NA,69,0,0,0,
1125,2025,NA,12,NA,48,0,0,1,
1125,2026,12,14,48,40,0,0,NA,
1126,2025,NA,5,NA,32,0,0,0,
1127,2025,NA,5,NA,34,9,0,0,"5,7 same root for numleaves"
1128,2025,NA,28,NA,120,0,0,1,
1128,2026,28,34,120,127,0,0,NA,
1129,2025,NA,9,NA,32,0,0,1,
1129,2026,9,11,32,71,0,0,NA,
1130,2025,NA,12,NA,74,0,0,1,
1130,2026,12,14,74,50,0,0,NA,
1131,2025,NA,8,NA,51,0,0,0,
1132,2025,NA,7,NA,55,0,0,1,
1132,2026,7,11,55,43,0,0,NA,
1133,2025,NA,7,NA,55,0,0,NA,No note/not found for 2026
1134,2025,NA,7,NA,44,0,0,1,
1134,2026,7,14,44,43,0,0,NA,
1135,2025,NA,7,NA,46,0,0,NA,No note/not found for 2026
1136,2025,NA,10,NA,54,0,0,NA,No note/not found for 2026
1137,2025,NA,8,NA,48,0,0,NA,No note/not found for 2026
1138,2025,NA,10,NA,63,0,0,NA,No note/not found for 2026
1139,2025,NA,4,NA,40,0,0,1,
1139,2026,4,6,40,38,0,0,NA,
1140,2025,NA,8,NA,46,0,0,NA,No note/not found for 2026
1141,2026,NA,12,NA,62,0,0,NA,
1142,2026,NA,12,NA,54,0,0,NA,
1143L,2026,NA,5,NA,29,0,0,NA,
1143R,2026,NA,7,NA,23,0,0,NA,
1144U,2026,NA,6,NA,55,0,0,NA,
1144D,2026,NA,11,NA,39,0,0,NA,
1145,2026,NA,16,NA,56,0,0,NA,
1146,2026,NA,5,NA,27,0,0,NA,
1147,2026,NA,6,NA,46,0,0,NA,
1148,2026,NA,9,NA,40,0,0,NA,
1149,2026,NA,16,NA,47,0,0,NA,
1150,2026,NA,6,NA,27,0,0,NA,
1151UR,2026,NA,9,NA,52,0,0,NA,
1151DL,2026,NA,12,NA,51,0,0,NA,
1152,2026,NA,9,NA,52,0,0,NA,
1153,2026,NA,9,NA,47,0,0,NA,
